id,venue,symbol,venue_payment_id,amount_quote,funding_time,mode,created_at
1,binanceusdm,BTC/USDT:USDT,1301669580088525980,-0.001194170000000000,1784217600000,testnet,2026-07-18 15:33:49.009839+00
