symbol,side,type,state,qty,cum_qty,limit_price,time_in_force,submitted_at,terminal_at
XRP/USDT,SELL,LIMIT,CANCELED,79.700000000000000000,0.000000000000000000,1.115500000000000000,GTC,1784259902433,1784273402998
XRP/USDT,BUY,LIMIT_MAKER,FILLED,79.800000000000000000,79.800000000000000000,1.093600000000000000,GTC,1784259009743,1784259054332
BTC/USDT,SELL,LIMIT,FILLED,0.002110000000000000,0.002110000000000000,63642.490000000000000000,IOC,1784248212655,1784248217748
XRP/USDT,SELL,LIMIT,FILLED,89.900000000000000000,89.900000000000000000,1.084200000000000000,IOC,1784247909721,1784247919074
BTC/USDT,BUY,LIMIT_MAKER,FILLED,0.002120000000000000,0.002120000000000000,64676.370000000000000000,GTC,1784216713435,1784216740220
BTC/USDT,BUY,LIMIT_MAKER,REJECTED,0.001930000000000000,0.000000000000000000,64603.110000000000000000,GTC,1784211314188,1784211314649
SOL/USDT,BUY,LIMIT_MAKER,REJECTED,1.792000000000000000,0.000000000000000000,76.620000000000000000,GTC,1784211314185,1784211314649
XRP/USDT,SELL,LIMIT,CANCELED,89.900000000000000000,0.000000000000000000,1.122800000000000000,GTC,1784211302482,1784217606858
XRP/USDT,BUY,LIMIT_MAKER,FILLED,90.000000000000000000,90.000000000000000000,1.109400000000000000,GTC,1784210412338,1784210650013
LINK/USDT,SELL,LIMIT,FILLED,12.030000000000000000,12.030000000000000000,8.500000000000000000,GTC,1784106002718,1784154332340
LINK/USDT,SELL,LIMIT,REJECTED,12.030000000000000000,0.000000000000000000,8.314000000000000000,IOC,1784102414650,1784102416044
LINK/USDT,SELL,LIMIT,REJECTED,12.030000000000000000,0.000000000000000000,8.315000000000000000,IOC,1784101515266,1784101515763
LINK/USDT,SELL,LIMIT,REJECTED,12.030000000000000000,0.000000000000000000,8.297000000000000000,IOC,1784100613184,1784100614384
BTC/USDT,SELL,LIMIT,FILLED,0.001730000000000000,0.001730000000000000,64367.700000000000000000,IOC,1784100613176,1784100615786
SOL/USDT,SELL,LIMIT,FILLED,1.924000000000000000,1.924000000000000000,77.300000000000000000,IOC,1784100455578,1784100465836
ETH/USDT,SELL,LIMIT,FILLED,0.072700000000000000,0.072700000000000000,1862.950000000000000000,IOC,1784100432330,1784100435101
LINK/USDT,SELL,LIMIT,CANCELED,12.030000000000000000,0.000000000000000000,8.458000000000000000,GTC,1784099706529,1784105105066
BTC/USDT,SELL,LIMIT,CANCELED,0.001730000000000000,0.000000000000000000,65625.260000000000000000,GTC,1784099702152,1784217603122
ETH/USDT,SELL,LIMIT,CANCELED,0.072700000000000000,0.000000000000000000,1914.380000000000000000,GTC,1784098802152,1784099702419
SOL/USDT,SELL,LIMIT,CANCELED,1.924000000000000000,0.000000000000000000,79.390000000000000000,GTC,1784098800950,1784099701440
LINK/USDT,SELL,LIMIT,CANCELED,12.030000000000000000,0.000000000000000000,8.458000000000000000,GTC,1784097904582,1784098807043
BTC/USDT,SELL,LIMIT,CANCELED,0.001730000000000000,0.000000000000000000,65625.260000000000000000,GTC,1784097902183,1784098802450
SOL/USDT,SELL,LIMIT,CANCELED,1.924000000000000000,0.000000000000000000,79.390000000000000000,GTC,1784097000971,1784097903259
ETH/USDT,SELL,LIMIT,CANCELED,0.072700000000000000,0.000000000000000000,1914.380000000000000000,GTC,1784097000362,1784097903258
ETH/USDT,BUY,LIMIT_MAKER,FILLED,0.072800000000000000,0.072800000000000000,1887.950000000000000000,GTC,1784096111277,1784096133843
LINK/USDT,SELL,LIMIT,CANCELED,12.030000000000000000,0.000000000000000000,8.458000000000000000,GTC,1784096106580,1784097001668
BTC/USDT,SELL,LIMIT,CANCELED,0.001730000000000000,0.000000000000000000,65625.260000000000000000,GTC,1784096102185,1784097000772
BTC/USDT,BUY,LIMIT_MAKER,FILLED,0.001730000000000000,0.001730000000000000,64911.580000000000000000,GTC,1784095216250,1784095253118
SOL/USDT,SELL,LIMIT,CANCELED,1.924000000000000000,0.000000000000000000,79.390000000000000000,GTC,1784095201028,1784096101449
LINK/USDT,SELL,LIMIT,CANCELED,12.030000000000000000,0.000000000000000000,8.458000000000000000,GTC,1784094302626,1784095201125
SOL/USDT,SELL,LIMIT,CANCELED,1.924000000000000000,0.000000000000000000,79.390000000000000000,GTC,1784093403012,1784094305441
SOL/USDT,SELL,LIMIT,CANCELED,1.924000000000000000,0.000000000000000000,79.390000000000000000,GTC,1784091600927,1784092504450
LINK/USDT,SELL,LIMIT,CANCELED,12.030000000000000000,0.000000000000000000,8.458000000000000000,GTC,1784091600550,1784092501092
LINK/USDT,SELL,LIMIT,CANCELED,12.030000000000000000,0.000000000000000000,8.458000000000000000,GTC,1784089802536,1784090705026
SOL/USDT,SELL,LIMIT,CANCELED,1.924000000000000000,0.000000000000000000,79.390000000000000000,GTC,1784089800936,1784090702321
LINK/USDT,SELL,LIMIT,CANCELED,12.030000000000000000,0.000000000000000000,8.458000000000000000,GTC,1784088004537,1784088913015
SOL/USDT,SELL,LIMIT,CANCELED,1.924000000000000000,0.000000000000000000,79.550000000000000000,GTC,1784087102908,1784088901473
LINK/USDT,SELL,LIMIT,CANCELED,12.030000000000000000,0.000000000000000000,8.458000000000000000,GTC,1784086200559,1784087103009
SOL/USDT,SELL,LIMIT,CANCELED,1.924000000000000000,0.000000000000000000,79.550000000000000000,GTC,1784085300968,1784086201441
LINK/USDT,SELL,LIMIT,CANCELED,12.030000000000000000,0.000000000000000000,8.458000000000000000,GTC,1784084400569,1784085303006
